0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.0,1.0,5.0,20.0,68.0,200.0,519.0,1205.0,2528.0,4819.0,8367.0,13229.0,19010.0,24754.0,29104.0,30766.0,29095.0,24463.0,18144.0,11750.0,6554.0,3091.0,1201.0,370.0,85.0,13.0,1.0
