0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,1.0,5.0,18.0,52.0,127.0,270.0,506.0,840.0,1236.0,1610.0,1850.0,1864.0,1632.0,1226.0,776.0,403.0,165.0,50.0,10.0,1.0
