0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0.0,1.0,7.0,42.0,231.0,1190.0,5810.0,27076.0,121023.0,520626.0,2161158.0,8674188.0,33717798.0,127104492.0,465186656.0,1654567712.0,5724109657.0,19276691982.0,63235476838.0,202193902604.0,630529937426.0,1918685721240.0,5699975453208.0,16538861330328.0,46889696018856.0,129941720084724.0,352099216348452.0,933167213926376.0,2419649860753756.0,6139795508356336.0,1.5249769931206968e+16,3.70826894746055e+16,8.829983754244922e+16,2.059225345419255e+17,4.704035803772185e+17,1.0527398652024214e+18,2.3083945795410007e+18,4.960056485110616e+18,1.0444663149113879e+19,2.1556188087343542e+19,4.360665053524197e+19,8.647001092936946e+19,1.680871523415825e+20,3.2031665350970324e+20,5.984336201233814e+20,1.0961127010655581e+21,1.9683594740680114e+21,3.4655074648488825e+21,5.981936909795495e+21,1.0123365427909503e+22,1.6796077769393646e+22,2.7319881179477672e+22,4.356343818387811e+22,6.809555218177102e+22,1.043388063302258e+23,1.5670296351153278e+23,2.306656569983133e+23,3.327588773449031e+23,4.704141460548893e+23,6.516201982084992e+23,8.8435765412476e+23,1.175797920306812e+24,1.531288951697384e+24,1.9531962046577993e+24,2.4397172920758274e+24,2.983834298021068e+24,3.572596910918375e+24,4.1869308822939757e+24,4.802131093265772e+24,5.389124040217214e+24,5.916476628092498e+24,6.353001779570057e+24,6.670689101071402e+24,6.84759675100503e+24,6.870302396056798e+24,6.73554168137238e+24,6.450763287133438e+24,6.03348609083939e+24,5.509528280437118e+24,4.910354735850688e+24,4.269922340648208e+24,3.621466817959238e+24,2.994658303353798e+24,2.4134630556265826e+24,1.894907883941645e+24,1.448783826074831e+24,1.0781793087270675e+24,7.80626757264624e+23,5.495946930583745e+23,3.760603918324419e+23,2.4994515629648215e+23,1.6126711571519354e+23,1.009456160063311e+23,6.1260383059752086e+22,3.601759426625477e+22,2.050053310697113e+22,1.1287106734714815e+22,6.006142354731149e+21,3.086081308763753e+21,1.5296546594538825e+21,7.30632091049991e+20,3.3591914637910947e+20,1.4848255882029616e+20,6.301635242020447e+19,2.5642139929603744e+19,9.988779815411065e+18,3.718802105623321e+18,1.3207935057810194e+18,4.466229179291736e+17,1.4347209343019334e+17,4.367773468881635e+16,1.2567485412373632e+16,3407415746253972.0,867604355492648.0,206669698000208.0,45855998272576.0,9429761809728.0,1786725910944.0,309805361424.0,48757372128.0,6896066688.0,865835952.0,95009296.0,8927008.0,698384.0,43680.0,2048.0,64.0,1.0
