0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,1.0,5.0,20.0,67.0,193.0,489.0,1106.0,2256.0,4173.0,7015.0,10710.0,14812.0,18486.0,20722.0,20746.0,18425.0,14395.0,9788.0,5711.0,2805.0,1129.0,358.0,84.0,13.0,1.0
